OBJECTID,YEAR_,STATE,FIRE_NAME,GIS_ACRES,SHAPE_Length,SHAPE_Area,,,,,,,,,
23862,1931,CA, ,505.79776,7939.823853,3256522.655,,,,,,,,,
23863,1968,NV, ,105.58454,3617.515853,711877.5471,,,,,,,,,
23864,1968,NV, ,1413.6149,18263.29266,9529424.38,,,,,,,,,
23865,1947,CA, ,184.5598,9593.443363,1093769.346,,,,,,,,,
23866,1947,CA,AZUSA NO. 112,350.56064,6289.644413,2076555.534,,,,,,,,,
23867,1947,CA,SHELL,118.40614,3787.940626,698120.0649,,,,,,,,,
23868,1947,CA, ,6.775269,787.4624778,40173.6602,,,,,,,,,
23870,1947,CA,YBARRA,38.649723,2136.863448,229757.9617,,,,,,,,,
23872,1947,CA,ISLIP,46.115612,2664.792221,274503.1854,,,,,,,,,
23873,1947,CA,LA FOUGE,506.92874,9084.886808,2998817.01,,,,,,,,,
23874,1947,CA, ,163.49512,4139.191208,996702.4017,,,,,,,,,
23875,1947,CA, ,12.452922,3005.034257,75645.85641,,,,,,,,,
23876,1947,CA, ,762.36566,10185.68254,4631664.194,,,,,,,,,
23877,1947,CA, ,416.97412,6269.734538,2543679.39,,,,,,,,,
23878,1947,CA, ,17155.953,91878.74328,98819217.85,,,,,,,,,
23879,1947,CA, ,2317.574,19090.94585,13444106.88,,,,,,,,,
23880,1947,CA, ,179.76326,6452.702874,1036321.401,,,,,,,,,
23881,1947,CA, ,29.874065,2133.943422,171023.6032,,,,,,,,,
23882,1947,CA, ,711.81866,12302.82577,4140254.792,,,,,,,,,
23883,1947,CA, ,30.299549,1830.853789,175339.1998,,,,,,,,,
23884,1947,CA, ,32.814747,1680.775347,188619.4501,,,,,,,,,
23885,1947,CA, ,475.35016,8652.852021,2731748.427,,,,,,,,,
23886,1947,CA, ,749.43121,14106.1563,4293539.442,,,,,,,,,
23887,1947,CA, ,165.92908,4711.929767,988390.4297,,,,,,,,,
23888,1947,CA, ,45.387783,1988.348111,269871.1404,,,,,,,,,
23889,1947,CA, ,417.62634,6531.507773,2471807.36,,,,,,,,,
23890,1947,CA, ,167.51744,6055.477112,996165.6032,,,,,,,,,
23891,1950,CA,SYCAMORE CANYON,3150.342,16611.9365,18141082.23,,,,,,,,,
23892,1950,CA,VALLEY VIEW,2445.0261,17597.49277,14051687.67,,,,,,,,,
23893,1950,CA,RAWSON,3537.7358,21283.29937,20683288.97,,,,,,,,,
23894,1950,CA,TORO,729.42126,11960.24041,4267287.583,,,,,,,,,
23895,1950,CA,NORTH,747.01776,15847.47628,4416797.889,,,,,,,,,
23896,1950,CA,SUNSET DRIVE,236.08279,8526.185393,1394206.099,,,,,,,,,
23897,1950,CA, ,49.556976,2522.477409,296398.7226,,,,,,,,,
23898,1950,CA,BROWNS CYN/LIMEKILN,4233.771,31893.55219,25161305.79,,,,,,,,,
23899,1950,CA,CIENEGA,6681.5303,32632.45588,40000029.03,,,,,,,,,
23900,1950,CA,BOUNDARY,2709.946,34757.80474,16214594.21,,,,,,,,,
23901,1950,CA, ,279.95206,5791.767483,1652410.292,,,,,,,,,
23902,1950,CA, ,6.1979804,859.4703558,36763.37165,,,,,,,,,
23903,1951,CA,PACIFIC MINE,902.47174,11752.31219,5966304.107,,,,,,,,,
23904,1951,CA,PERRY CONTROL ESCAPE,717.50433,8619.877552,5002713.41,,,,,,,,,
23905,2004,CA,FISH,63.075272,2913.912109,372534.9864,,,,,,,,,
23906,2004,CA,GAFFORD,406.00635,8052.216934,2377149.213,,,,,,,,,
23907,2004,CA,LAKEVIEW,360.90649,7287.828812,2112611.708,,,,,,,,,
23908,2004,CA,MORALES,184.07919,5057.966524,1072976.507,,,,,,,,,
23909,2004,CA,PLEASURE,2456.282,17752.73743,14332722.71,,,,,,,,,
23910,1926,CA, ,4640.5034,26255.93278,32359049.71,,,,,,,,,
23911,1926,CA, ,527.39679,7369.787845,3672531.282,,,,,,,,,
23912,1926,CA, ,1084.0922,12441.57456,7540739.424,,,,,,,,,
23913,1926,CA, ,660.58771,8971.711383,4586224.353,,,,,,,,,
23914,1926,CA, ,11351.96,42401.66966,78755477.76,,,,,,,,,
23915,1930,CA, ,326.32178,6962.744343,2362551.427,,,,,,,,,
23916,1931,CA,AGOURA NO. 26,364.4729,7872.817897,2159335.275,,,,,,,,,
23917,1917,CA, ,44009.359,94683.95639,262911545.7,,,,,,,,,
23918,1917,CA, ,99.772026,2974.122923,601157.8112,,,,,,,,,
23919,1917,CA, ,85.624718,2754.426722,515657.9467,,,,,,,,,
23920,1917,CA, ,4648.627,21625.37088,28365709.51,,,,,,,,,
23921,1970,CA,BANNISTER,454.3559,7705.044075,2964949.223,,,,,,,,,
23922,1970,CA,CAMP FAR WEST,588.6994,13978.40643,3957332.29,,,,,,,,,
23923,1970,CA,CAMP GRANT,2969.7188,26969.36232,20693451.22,,,,,,,,,
23924,1970,CA,CARNEGIE #3,4389.7812,27882.76796,28363690.4,,,,,,,,,
23925,1970,CA,CLARKS BUTTE,2850.5818,24115.49111,19775941.78,,,,,,,,,
23926,1970,CA,COPPER MTN.,2499.7798,21269.94678,16069489.59,,,,,,,,,
23927,1976,CA,POTRERO ROAD,80.467751,2873.901123,476944.9473,,,,,,,,,
23928,1976,CA,QUADALASCA,102.21979,4337.084719,605750.1477,,,,,,,,,
23929,1976,CA,ARROYO,206.08673,4894.603876,1222710.34,,,,,,,,,
23930,1949,CA,MANZANITA GRADE,98.596359,3573.614135,673365.713,,,,,,,,,
23931,1949,CA,JONKOWSKI,29.14353,1776.121337,199014.2191,,,,,,,,,
23932,1949,CA,BOMAN MINE,31.206253,1953.345079,212037.0194,,,,,,,,,
23933,1949,CA,COLD STREAM,99.674667,3775.77877,674555.6183,,,,,,,,,
23934,1999,CA,DOE MILL,10856.75,87334.64774,74428803.98,,,,,,,,,
23935,2006,CA,SKUNK,51.294075,3958.530012,342049.0157,,,,,,,,,
23936,2006,CA,ORE,85.496727,11353.75212,567817.4453,,,,,,,,,
23937,2006,CA,JACK,22.414812,2208.952452,132046.1157,,,,,,,,,
23938,2004,CA,VERBENIA,3831.3708,23281.51529,22551929.55,,,,,,,,,
23939,1964,CA,SOUTH TABLE,413.42212,6723.373239,2817419.797,,,,,,,,,
23940,1964,CA,COTTENWOOD,343.36902,6496.127621,1984489.803,,,,,,,,,
23941,1964,CA,WOODCHUCK,1721.0975,16986.47092,10036288.9,,,,,,,,,
23942,1964,CA,SESPE,770.63654,8076.685507,4603668.504,,,,,,,,,
23943,1970,CA, ,8.2309151,1004.201018,49031.16853,,,,,,,,,
23944,1970,CA, ,4.2056146,860.2473682,24996.21805,,,,,,,,,
23945,1970,CA, ,9.1972551,1146.362601,54689.73103,,,,,,,,,
23946,1970,CA, ,4.7094183,1014.159962,28081.7754,,,,,,,,,
23947,1970,CA, ,51.550514,2823.994794,307744.6766,,,,,,,,,
23948,1970,CA, ,3.2308338,563.9082705,19070.1255,,,,,,,,,
23949,1970,CA, ,19.879375,1926.469528,117321.4931,,,,,,,,,
23950,2005,CA,RINCON,20.668982,1474.814381,122655.7218,,,,,,,,,
23951,2005,CA,DUMP,22.976297,2652.687992,146987.5887,,,,,,,,,
23952,2005,CA,TOLLHOUSE,12.526814,1137.522167,88891.20819,,,,,,,,,
23953,2005,CA,BAGLEY,433.09851,8309.110097,3079781.736,,,,,,,,,
23954,1999,CA,UNION,736.22156,12626.49405,5023647.818,,,,,,,,,
23955,1999,CA,BLOOMER,2609.6748,25853.21719,17834180.55,,,,,,,,,
23956,1999,CA,WOODLAND,995.41833,13466.829,6844837.199,,,,,,,,,
23957,1970,CA, ,36.740055,2047.55639,216774.6491,,,,,,,,,
23958,1970,CA, ,4.1474185,726.8874167,24483.57461,,,,,,,,,
23959,1970,CA, ,12.601588,1241.135666,74433.58115,,,,,,,,,
23960,1970,CA, ,51.931255,2587.904724,306711.0927,,,,,,,,,
23961,1970,CA, ,7.5088396,974.3505957,44350.39136,,,,,,,,,
23962,1970,CA, ,22.11038,2137.149052,130592.8287,,,,,,,,,
23963,1948,CA, ,11.47089,1327.053362,72437.68375,,,,,,,,,
23964,1948,CA, ,7883.5845,53075.37476,45140683.85,,,,,,,,,
23965,1948,CA, ,12222.059,41981.40261,82711845.13,,,,,,,,,
23966,1948,CA, ,1395.6223,15671.22959,9378401.558,,,,,,,,,
23967,1924,CA, ,634.19275,10793.50424,4533748.727,,,,,,,,,
23968,1999,CA,DUNSTONE,277.91324,6750.045956,1888074.783,,,,,,,,,
23969,2000,CA,CONCOW,1834.89,23287.74286,12567464.16,,,,,,,,,
23970,2000,CA,LARKIN,487.25314,13096.42705,3314694.72,,,,,,,,,
23971,,CA,TAYLOR RANCH,144.67514,3814.127627,860012.0808,,,,,,,,,
23972,,CA,TAYLOR RANCH,49.246464,2020.560422,292733.3621,,,,,,,,,
23973,,CA, ,359.35855,6864.441634,2138462.444,,,,,,,,,
23974,,CA, ,124.31174,3418.933821,739623.5585,,,,,,,,,
23975,,CA, ,33.756817,6763.029896,243959.5912,,,,,,,,,
23976,,CA, ,948.30457,12264.80132,6582023.26,,,,,,,,,
23977,,CA, ,769.40491,12898.26501,5220853.039,,,,,,,,,
23978,,CA, ,678.78973,9682.575569,4586642.351,,,,,,,,,
23979,1910,CA,ULLATHORNE 2,79.661179,2683.878888,571753.9042,,,,,,,,,
23980,1910,CA,BULL CREEK,56.897217,2844.066729,406773.2818,,,,,,,,,
23981,1911,CA, ,80.514214,2522.745768,474707.4184,,,,,,,,,
23982,1911,CA, ,39.779633,1826.573383,235569.9843,,,,,,,,,
23983,1911,CA, ,193.42851,4717.646205,1154183.291,,,,,,,,,
23984,1911,CA, ,514.5451,6376.289028,3072265.043,,,,,,,,,
23985,1911,CA, ,281.6095,4869.826438,1679993.924,,,,,,,,,
23986,1911,CA, ,237.79405,4399.433574,1418152.411,,,,,,,,,
23987,1911,CA, ,245.85248,4615.085493,1470759.438,,,,,,,,,
23988,1911,CA,BLUFF CREEK,1372.6959,12441.93943,9844649.996,,,,,,,,,
23989,1932,CA, ,212.48515,5602.508899,1458352.006,,,,,,,,,
23990,1932,CA,DOMINQUEZ NO. 57,98.463089,3764.251604,587549.149,,,,,,,,,
23991,1932,CA, ,567.83087,7673.56544,3452743.934,,,,,,,,,
23992,1932,CA, ,3877.9949,31105.13787,24209621.44,,,,,,,,,
23993,1932,CA, ,215.9046,4516.577905,1244699.394,,,,,,,,,
23994,1932,CA, ,249.00758,5968.221616,1432524.426,,,,,,,,,
23995,1932,CA, ,57.493675,2656.401475,332795.0646,,,,,,,,,
23996,1932,CA, ,532.05878,7714.402573,3129015.885,,,,,,,,,
23997,1932,CA, ,69.183014,3269.306058,463166.9297,,,,,,,,,
23998,1932,CA, ,327.51166,5785.281966,2173501.057,,,,,,,,,
23999,1932,CA, ,146.53152,3729.401323,944514.7995,,,,,,,,,
24000,1932,CA, ,326.89011,7060.33008,2318930.919,,,,,,,,,
24001,1932,CA, ,395.48737,7564.562175,2764768.987,,,,,,,,,
24002,1932,CA, ,1063.1414,16504.31449,7400507.151,,,,,,,,,
24003,1932,CA, ,193.18407,5700.807052,1350101.412,,,,,,,,,
24004,1932,CA,HORSE PASTURE RIDGE,8422.9307,44976.85009,57568570.59,,,,,,,,,
24005,1932,CA,LONG VALLEY,6910.1465,35490.37735,46531517.4,,,,,,,,,
24006,1932,CA,GRINDSTONE,2197.5076,19027.50778,15034894.21,,,,,,,,,
24007,1932,CA,PINE NTN,1740.994,15563.44931,11801869.47,,,,,,,,,
24008,1943,CA,BLUE MTN,1692.9539,14214.65111,12326980.65,,,,,,,,,
24009,1944,CA, ,1688.0103,13618.46151,9949715.494,,,,,,,,,
24010,1944,CA, ,994.15704,13002.63306,5861835.89,,,,,,,,,
24011,1944,CA, ,58789.91,99878.6036,342939430.5,,,,,,,,,
24012,1944,CA, ,171.00133,5047.634464,1013185.008,,,,,,,,,
24013,1994,CA,RIDGE LINE,706.40106,11873.8175,4126083.214,,,,,,,,,
24014,1997,CA,ALL ACRES IN MEX,1793.7991,18262.01346,10253678.31,,,,,,,,,
24015,1999,CA,SHOCKEY,3284.5176,26455.24664,18784576.6,,,,,,,,,
24016,1954,NV, ,1528.4706,16235.09942,10434518.02,,,,,,,,,
24017,1878,CA, ,59468.883,106603.3489,353482234.8,,,,,,,,,
24018,1990,CA,COZY DELL,2974.5623,18817.26627,17759083.74,,,,,,,,,
24019,1990,CA,LOS PADRES,20539.836,56066.51231,122526153.4,,,,,,,,,
24020,1990,CA,MATILIJA,2641.0918,27417.64198,15769935.07,,,,,,,,,
24021,1895,CA, ,628.11365,7182.12028,3727268.53,,,,,,,,,
24022,1896,CA, ,7531.7168,36532.90743,44732431.69,,,,,,,,,
24023,1898,CA, ,1660.103,13596.20232,9856938.101,,,,,,,,,
24024,1898,CA, ,428.43872,6055.519257,2549187.972,,,,,,,,,
24025,1898,CA,LOS PADRES,20539.949,56066.32216,122526841,,,,,,,,,
24026,1931,CA,LA JOYA 112,1975.132,24741.59776,11831865.47,,,,,,,,,
24027,1910,CA, ,597.74933,8205.908576,3781236.022,,,,,,,,,
24028,1910,CA,BLUFF CREEK,298.71655,5207.248733,2152285.203,,,,,,,,,
24029,1910,CA,CRAWFORD CREEK 2,497.88507,6709.343273,3573081.666,,,,,,,,,
24030,1910,CA,MILL CREEK,398.29315,5988.423133,2846480.897,,,,,,,,,
24031,1910,CA,HOPKINS CREEK,497.87332,6700.614646,3563794.091,,,,,,,,,
24032,1910,CA,ULLATHORNE PEAK,159.32887,3793.648246,1142345.44,,,,,,,,,
24033,1910,CA, ,4411.6191,23744.4358,29868837.86,,,,,,,,,
24034,1910,CA, ,113.5814,3974.418019,768855.8185,,,,,,,,,
24035,1910,CA,BEE LAKE,298.71906,5195.893328,2142908.734,,,,,,,,,
24036,1910,CA,RED CAP,497.88144,6699.580888,3562692.331,,,,,,,,,
24037,1910,CA,MILL CREEK,597.46112,7335.444402,4271064.703,,,,,,,,,
24038,1924,CA, ,11590.236,46000.30412,74641113.48,,,,,,,,,
24039,1924,CA, ,800.48029,8586.773389,5151308.126,,,,,,,,,
24040,1924,CA, ,10310.091,39009.0789,66165141.69,,,,,,,,,
24041,1924,CA, ,1055.9388,11887.14064,6769702.406,,,,,,,,,
24042,1924,CA, ,1296.9623,11304.42533,8305807.046,,,,,,,,,
24043,1924,CA, ,544.53839,8222.927103,3485427.711,,,,,,,,,
24044,1924,CA, ,5202.7026,29620.2512,33286929.2,,,,,,,,,
24045,1924,CA, ,4076.7192,21611.92257,25992913.04,,,,,,,,,
24046,1924,CA, ,159.51335,4174.230948,1025902.297,,,,,,,,,
24047,1924,CA, ,105.66605,3422.880931,679483.565,,,,,,,,,
24048,1924,CA, ,233.27386,4786.781018,1490352.78,,,,,,,,,
24049,1924,CA, ,344.00034,7776.586272,2520324.747,,,,,,,,,
24050,1924,CA, ,523.74036,8111.585637,3834150.897,,,,,,,,,
24051,1924,CA, ,1223.3367,12956.07151,8952555.14,,,,,,,,,
24052,1927,CA,CRAWFORD CREEK #2,204.60324,5107.931042,1469491.31,,,,,,,,,
24053,1967,CA, ,232.97458,4686.596653,1415957.335,,,,,,,,,
24054,1967,CA,FARIA,648.15979,15758.89718,4005599.458,,,,,,,,,
24055,1967,CA,IRVINE,769.25238,9006.18848,4822701.041,,,,,,,,,
24056,1968,CA,QUIGLEY FIRE,263.62744,6870.58244,1570548.95,,,,,,,,,
24057,1938,CA,SAN ANTONIO CYN,3322.1355,31325.46481,19706740.21,,,,,,,,,
24058,1938,CA,RED MOUNTAIN,753.70459,9695.643827,4485721.511,,,,,,,,,
24059,1938,CA,VENTURA RIVER,285.99808,5943.020754,1700527.503,,,,,,,,,
24060,1938,CA,WELDON CANYON,58.325302,2556.511663,347155.7483,,,,,,,,,
24061,1938,CA,LA CUESTA,1703.0804,11717.5098,10149466.8,,,,,,,,,
24062,1938,CA, ,77.686661,3515.053188,451372.5951,,,,,,,,,
24063,1938,CA, ,251.91589,8352.479562,1463397.702,,,,,,,,,
24064,1941,CA,ORTEGA RANCH,307.27594,5828.736541,1829400.614,,,,,,,,,
24065,1941,CA,PACIFIC WESTERN,1793.8688,14266.22494,10664727.12,,,,,,,,,
24066,1941,CA, ,557.23859,7068.930384,3361354.144,,,,,,,,,
24067,1941,CA, ,195.96124,4868.21878,1181808.291,,,,,,,,,
24068,1941,CA, ,608.93848,7354.9198,3711633.7,,,,,,,,,
24069,1941,CA, ,406.28723,7345.822276,2524001.852,,,,,,,,,
24070,1941,CA, ,418.07773,7525.630201,2595087.661,,,,,,,,,
24071,1941,CA, ,139.30629,3891.048915,863997.2237,,,,,,,,,
24072,1941,CA, ,1460.715,14718.68841,9054737.879,,,,,,,,,
24073,1941,CA, ,523.75909,7715.172763,3247185.188,,,,,,,,,
24074,1941,CA, ,327.04642,5647.949039,2026787.009,,,,,,,,,
24075,1941,CA, ,1393.2729,11803.74288,8614747.062,,,,,,,,,
24076,1941,CA, ,6374.4932,36308.74666,39585042.94,,,,,,,,,
24077,1955,CA, ,37.918484,1848.094732,239774.2405,,,,,,,,,
24078,1955,CA,UNKNOWN,368.34348,8785.359755,2331058.943,,,,,,,,,
24079,1955,CA,LYONS PEAK,410.39612,7528.828885,2352136.227,,,,,,,,,
24080,1955,CA, ,4065.6108,36986.11407,28511321.49,,,,,,,,,
24081,1955,CA, ,64.790848,2567.658047,429318.4538,,,,,,,,,
24082,1955,CA, ,206.78731,8695.601508,1373950.739,,,,,,,,,
24083,1955,CA, ,70.686859,3018.949943,462739.6136,,,,,,,,,
24084,1971,CA, ,565.05493,10886.92415,3365887.966,,,,,,,,,
24085,1971,CA,ASHE,829.17676,12316.6043,5238911.68,,,,,,,,,
24086,1971,CA,BARBREE #2,266.13385,7488.269644,1651898.613,,,,,,,,,
24087,1971,CA,P.G.&E. #10,2272.7832,16230.9447,14107393.92,,,,,,,,,
24088,1971,CA,SLACK CANYON,852.87854,9098.733603,5297937.255,,,,,,,,,
24089,1971,CA,SWEETWATER,1667.5433,21309.2152,10426012.33,,,,,,,,,
24090,1971,CA,WET,40.14732,2038.5362,229926.3006,,,,,,,,,
24091,1971,CA, ,206.06775,4934.557015,1179841.534,,,,,,,,,
24092,1971,CA,MORENA,58.563854,2355.235217,335511.6945,,,,,,,,,
24093,1971,CA, ,144.41792,4328.29116,846782.2419,,,,,,,,,
24094,1971,CA, ,37.680702,1991.649785,223466.1523,,,,,,,,,
24095,1971,CA,CASTERLINE,420.6088,7458.955896,3042862.627,,,,,,,,,
24096,1948,CA, ,225.45984,6733.583931,1333036.387,,,,,,,,,
24097,1917,CA,POVERTY CANYON,67.534271,2902.279115,450752.722,,,,,,,,,
24098,1917,CA, ,110.1901,3722.048691,734988.8724,,,,,,,,,
24099,1917,CA,KYBURZ,58.64909,2671.542653,391147.5913,,,,,,,,,
24100,1917,CA, ,2050.8394,16365.84421,13569411.89,,,,,,,,,
24101,1917,CA, ,184.84192,4558.634677,1251531.978,,,,,,,,,
24102,1917,CA, ,300.28238,7027.298643,2032787.549,,,,,,,,,
24103,1917,CA, ,229.05605,5083.823855,1594416.251,,,,,,,,,
24104,1917,CA, ,320.00751,6255.419203,2225340.953,,,,,,,,,
24105,1917,CA, ,466.17752,7927.280085,3198490.747,,,,,,,,,
24106,1917,CA, ,453.60486,8090.812492,3101890.158,,,,,,,,,
24107,1917,CA, ,485.07816,9622.453487,3315588.252,,,,,,,,,
24108,1917,CA, ,699.73065,9204.921319,4782217.175,,,,,,,,,
24109,1917,CA, ,1157.1549,15561.51262,8025726.194,,,,,,,,,
24110,1910,CA, ,2253.7888,17500.72935,15185037.31,,,,,,,,,
24111,1910,CA, ,239.00639,5623.4883,1610366.049,,,,,,,,,
24112,1910,CA, ,387.763,6555.742129,2604476.306,,,,,,,,,
24113,1917,CA, ,759.55609,10071.12132,5194775.577,,,,,,,,,
24114,1961,CA,LEOMA LAKES,245.91861,5581.129057,1620530.923,,,,,,,,,
24115,1961,CA,LIGHTNING #20,13003.057,68126.78231,91683507.1,,,,,,,,,
24116,1961,CA,LOGAN,6707.3589,33643.39864,45573648.44,,,,,,,,,
24117,1961,CA,LONG BAR RD. #1,1063.7939,15172.77323,7244243.444,,,,,,,,,
24118,1961,CA,LUCKY 7,620.03217,8248.811424,4235838.188,,,,,,,,,
24119,1961,CA,LUNEMAN ROAD,300.36743,6063.492102,2002088.128,,,,,,,,,
24120,1961,CA,M. WATSON,1831.8413,20040.30705,12014082.99,,,,,,,,,
24121,1961,CA,MAYS,711.00293,10804.03052,4786068.348,,,,,,,,,
24122,1961,CA,MT. KONOCTI SERIES,3999.52,32565.87182,26808850.1,,,,,,,,,
24123,1961,CA,NORTH CREEK,858.99591,28728.92403,6133896.331,,,,,,,,,
24124,1974,CA, ,4.2597499,746.1285287,25240.54436,,,,,,,,,
24125,1974,CA, ,21.348936,1515.54194,127109.2402,,,,,,,,,
24126,1974,CA, ,2.1905174,440.0019495,13017.28893,,,,,,,,,
24127,1974,CA, ,39.793133,2754.41147,237648.9806,,,,,,,,,
24128,1974,CA, ,2.3051062,751.1419375,13635.86442,,,,,,,,,
24129,1974,CA, ,14.520375,1258.325651,85826.69311,,,,,,,,,
24130,1974,CA, ,15.783267,1563.158927,93156.13767,,,,,,,,,
24131,1974,CA, ,12.880051,1216.974339,76112.39868,,,,,,,,,
24132,1974,CA, ,64.175331,2782.890264,379206.211,,,,,,,,,
24133,1974,CA, ,97.983765,4268.317404,579014.8404,,,,,,,,,
24134,1925,CA,PROSPECT HILL #2,8.9618216,900.7325034,64398.40564,,,,,,,,,
24135,1925,CA,WHITMORE #4,408.84442,7161.748365,2936884.908,,,,,,,,,
24136,1925,CA,RED CAP #3,42.719845,2270.33091,306129.3759,,,,,,,,,
24137,1925,CA,SALMON SUMMIT,2123.5068,16292.26558,15183351.52,,,,,,,,,
24138,1925,CA,BROWN CABIN,16.93391,1454.174061,123882.1529,,,,,,,,,
24139,1925,CA, ,254.32324,5017.355562,1837637.707,,,,,,,,,
24140,1926,CA, ,455.02396,8261.034453,2679905.654,,,,,,,,,
24141,1926,CA, ,1521.4081,15373.33496,8954714.23,,,,,,,,,
24142,1926,CA, ,201.80298,4895.001766,1193264.366,,,,,,,,,
24143,1926,CA,OLD TOPANGA NO. 2,137.47087,4312.166371,813335.8058,,,,,,,,,
24144,1926,CA,MONTGOMERY RANCH,117.89226,3264.151657,697886.4497,,,,,,,,,
24145,1913,CA, ,14878.055,41143.17471,90356521.42,,,,,,,,,
24146,1913,CA, ,341.91464,5289.273285,2129563.846,,,,,,,,,
24147,1907,CA, ,22.770336,1397.753995,134408.1921,,,,,,,,,
24148,1907,CA, ,139.81551,3812.28144,824890.4939,,,,,,,,,
24149,1907,CA, ,15.726402,1128.049964,93241.00112,,,,,,,,,
24150,1907,CA, ,10.938368,983.7784992,64814.07536,,,,,,,,,
24151,1908,CA, ,214.44446,4368.806127,1266563.228,,,,,,,,,
24152,1908,CA, ,161.84482,4355.971694,955784.7218,,,,,,,,,
24153,1908,CA, ,15.14994,1094.392439,89936.17163,,,,,,,,,
24154,1908,CA,REEVES,859.34882,11588.67632,5126151.174,,,,,,,,,
24155,1908,CA, ,22.326775,1469.519564,132681.5445,,,,,,,,,
24156,1908,CA, ,3.8768978,610.874785,23025.755,,,,,,,,,
24157,1908,CA, ,38.246895,1746.536293,227096.3394,,,,,,,,,
24158,1908,CA, ,1360.0465,12193.95092,8058782.505,,,,,,,,,
24159,1908,CA,LUFFENHOLZ,7433.9019,31849.53666,52867460.78,,,,,,,,,
24160,1909,CA, ,415.01947,6626.040088,2447957.257,,,,,,,,,
24161,1909,CA, ,267.40979,4629.788546,1576272.327,,,,,,,,,
24162,1909,CA, ,19.082069,1453.75006,113099.0152,,,,,,,,,
24163,1909,CA, ,20.456987,1253.527691,121220.4704,,,,,,,,,
24164,1909,CA, ,104.3227,2964.991857,618367.0867,,,,,,,,,
24165,1946,CA, ,75.996368,4049.161789,448632.2975,,,,,,,,,
24166,1946,CA,SLONE,324.45871,7329.820826,1937835.715,,,,,,,,,
24167,1946,CA,NICHOL FIRE NO. 122,1993.1936,22462.9688,11897765.47,,,,,,,,,
24168,1946,CA, ,3671.4534,45063.94998,21971382.21,,,,,,,,,
24169,1946,CA,GAVIN,211.14287,8059.223917,1256714.577,,,,,,,,,
24170,1946,CA,GRADE FIRE NO. 177,200.90361,5211.448606,1196919.223,,,,,,,,,
24171,1946,CA,BEATTY NO. 209,159.37527,4525.342251,944177.6798,,,,,,,,,
24172,1946,CA,PELLISIER NO. 180,348.19528,8277.021391,2056617.003,,,,,,,,,
24173,1946,CA, ,39.032894,2138.794559,231126.8326,,,,,,,,,
24174,1946,CA,DIAMOND FIRE F141,920.09412,19704.12428,5433268.078,,,,,,,,,
24175,1946,CA, ,44.181442,2692.334412,261195.3377,,,,,,,,,
24176,1946,CA,SYCAMORE,58.208916,2387.955608,346960.9465,,,,,,,,,
24177,1946,CA,CRYSTAL LAKE,83.364555,2830.42923,495715.2026,,,,,,,,,
24178,1946,CA,COYOTE CREEK,44.410561,2135.022715,264419.3817,,,,,,,,,
24179,1955,CA,FRENCH GULCH,3549.8291,21996.89723,25032858.38,,,,,,,,,
24180,1955,CA,JOHN CROWE,637.00659,10485.32414,4473864.435,,,,,,,,,
24181,1955,CA,HIGHWAY 36 #1,350.57227,8056.287347,2447981.931,,,,,,,,,
24182,1955,CA,LONG,348.88861,6738.048371,2434215.988,,,,,,,,,
24183,1955,CA,HIGHWAY 36 #1,889.49969,11345.97481,6204811.931,,,,,,,,,
24184,1953,CA,STEELE CANYON #2,534.03754,9157.304511,3062389.578,,,,,,,,,
24185,1953,CA, ,218.48378,5302.646064,1284803.876,,,,,,,,,
24186,1953,CA, ,67.54126,2516.701286,396903.2554,,,,,,,,,
24187,1953,CA, ,331.70935,6318.323671,1944507.203,,,,,,,,,
24188,1953,CA, ,457.30618,6318.303966,2679369.076,,,,,,,,,
24189,1953,CA, ,1748.9962,15137.30609,10198520.38,,,,,,,,,
24190,1953,CA,BORY,654.50574,8580.825696,3862372.779,,,,,,,,,
24191,1953,CA,BREAK,504.20911,7430.480354,2978032.876,,,,,,,,,
24192,1953,CA,CONSOLE SPRINGS,2361.2495,21711.27736,13927982.45,,,,,,,,,
24193,1953,CA,MCKINLEY,534.94989,10369.30769,3141232.117,,,,,,,,,
24194,1953,CA,RHINEHART,3055.7263,36328.83993,17957727.53,,,,,,,,,
24195,1953,CA, ,2258.1172,16661.73934,13391952.29,,,,,,,,,
24196,1953,CA,EDISON,873.17291,13949.61169,5205054.238,,,,,,,,,
24197,1953,CA,HWY 126,237.76318,4442.727599,1419715.381,,,,,,,,,
24198,1953,CA, ,147.6111,4096.66578,880765.7575,,,,,,,,,
24199,1953,CA,MUD,247.28983,4750.936441,1474654.13,,,,,,,,,
24200,1921,CA, ,99.144981,3290.164295,627709.8259,,,,,,,,,
24201,1921,CA, ,42.551788,1978.816945,269097.4178,,,,,,,,,
24202,1921,CA, ,38.597797,2027.91558,240996.9512,,,,,,,,,
24203,1921,CA, ,61.343319,2382.540898,380849.82,,,,,,,,,
24204,1921,CA, ,4.7646608,684.7115793,29649.55256,,,,,,,,,
24205,1921,CA, ,485.62534,8017.495334,3072595.036,,,,,,,,,
24206,1921,CA, ,177.73416,4272.529682,1105449.227,,,,,,,,,
24207,1921,CA, ,13171.718,81955.4306,80680563.45,,,,,,,,,
24208,1921,CA, ,220.93202,5371.28142,1349962.013,,,,,,,,,
24209,1921,CA, ,676.89838,7794.122912,4199845.852,,,,,,,,,
24210,1921,CA, ,124.78569,3787.520351,766287.9485,,,,,,,,,
24211,1921,CA, ,440.13425,8044.717317,2525836.093,,,,,,,,,
